year,event_date_start,event_date_end,province,municipality,commodity,disaster_type_raw,disaster_category,disaster_name,area_partially_damaged_ha,area_totally_damaged_ha,area_total_affected_ha,farmers_affected,losses_php_production_cost,losses_php_farm_gate,losses_php_grand_total,sanitation_remarks
2025,2025-07-16,2025-08-11,Antique,San Remigio,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",130.47,0.0,130.47,228.0,341993.16,1588538.0,1930531.16,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Pandan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",28.82,44.73,73.55,111.0,1079475.23,36084.0,1115559.23,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Culasi,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",335.44,16.33,351.77,515.0,2874476.4,2143514.52,5017990.92,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Tobias Fornier,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",6.28,3.24,9.52,21.0,198760.57,0.0,198760.57,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Belison,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",32.32,0.0,32.32,53.0,278521.79,163191.0,441712.79,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Hamtic,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",37.58,10.3,47.88,61.0,142847.19,868234.8,1011081.99,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Sibalom,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",89.94,16.2,106.14,184.0,357744.71,678283.22,1036027.93,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Bugasong,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",75.06,13.76,88.82,174.0,504514.74,1263119.0,1767633.74,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Valderrama,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",41.5,8.05,49.55,99.0,128277.78,843277.5,971555.28,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Patnongon,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",92.34,3.94,96.28,267.0,421486.5,1728832.82,2150319.32,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Sebaste,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",67.32,91.47,158.79,331.0,2657957.89,0.0,2657957.89,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,San Jose,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",96.51,0.0,96.51,86.0,248500.0,2550514.2,2799014.2,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Ma-Ayon,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",191.25,56.0,247.25,208.0,4548750.0,0.0,4548750.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Mambusao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",82.64,0.0,82.64,121.0,521915.37,0.0,521915.37,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Cuartero,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",190.51,14.25,204.76,325.0,1839382.65,239550.0,2078932.65,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Dumalag,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.0,186.61,186.61,225.0,2799090.0,0.0,2799090.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Pontevedra,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",203.5,0.0,203.5,193.0,4347500.0,522000.0,4869500.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Sigma,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",465.47,648.45,1113.92,1080.0,15983795.45,2597400.0,18581195.45,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Panay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",128.42,0.0,128.42,137.0,1276635.25,2218341.12,3494976.37,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Tapaz,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",5.15,0.8,5.95,13.0,91172.01,0.0,91172.01,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Panitan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",425.45,395.5,820.95,899.0,11557439.33,1208550.0,12765989.33,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Dao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",434.92,271.12,706.04,796.0,12638309.64,3877119.92,16515429.56,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Pilar,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",31.3,12.45,43.75,68.0,709021.26,0.0,709021.26,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Pulupandan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",18.09,1.2,19.29,24.0,70786.05,46950.0,117736.05,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Hinoba-an,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",99.4,4.2,103.6,103.0,560501.32,892385.2,1452886.52,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of La Carlota,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",9.56,0.84,10.4,10.0,71590.0,74088.0,145678.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of Sipalay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",152.65,13.88,166.53,219.0,1597491.39,1161956.8,2759448.19,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Pontevedra,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",21.41,0.0,21.41,29.0,0.0,737392.0,737392.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Valladolid,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",536.66,1.0,537.66,429.0,3555092.05,658514.5,4213606.55,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of San Carlos,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",15.42,6.56,21.98,27.0,117990.0,626923.5,744913.5,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Salvador Benedicto,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",44.77,0.0,44.77,59.0,0.0,883264.0,883264.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of Himamaylan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",555.72,57.4,613.12,907.0,4355299.71,5550568.1,9905867.81,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Candoni,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",3.3,0.0,3.3,5.0,0.0,64400.0,64400.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of Cadiz,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",2.75,0.0,2.75,2.0,39200.0,20400.0,59600.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,San Enrique,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",144.74,6.02,150.76,139.0,544930.0,169580.25,714510.25,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Cauayan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",116.15,5.31,121.46,150.0,1370834.78,875452.5,2246287.28,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of Bago,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",308.39,64.55,372.94,338.0,3288855.13,2312628.48,5601483.61,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Ilog,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",207.93,65.29,273.22,282.0,3211477.86,1745693.6,4957171.46,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of Kabankalan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",152.96,601.77,754.73,797.0,12782621.85,617500.0,13400121.85,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Binalbagan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",73.99,0.0,73.99,119.0,124402.5,66080.0,190482.5,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,Moises Padilla,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",156.56,17.89,174.45,199.0,1823389.83,3616488.0,5439877.83,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,La Castellana,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",121.54,20.44,141.98,350.0,2254698.51,2014693.95,4269392.46,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Negros Occidental,City of Bacolod,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.64,0.0,0.64,2.0,9600.0,0.0,9600.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Guimaras,San Lorenzo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",8.73,0.0,8.73,10.0,0.0,212806.0,212806.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Guimaras,Nueva Valencia,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",3.95,0.5,4.45,10.0,23183.91,87300.0,110483.91,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Guimaras,Jordan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",1.5,0.0,1.5,3.0,0.0,54910.0,54910.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Banate,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",128.3,19.9,148.2,125.0,1807889.53,0.0,1807889.53,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Leon,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",50.75,8.0,58.75,160.0,550650.0,158550.0,709200.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Dumangas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",539.3,17.0,556.3,494.0,11375367.52,1167582.0,12542949.52,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Dueñas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",49.17,6.35,55.52,68.0,468767.89,0.0,468767.89,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Mina,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",75.04,17.0,92.04,156.0,1783873.95,83945.81,1867819.76,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,New Lucena,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",131.32,130.05,261.37,221.0,3388264.55,2800709.88,6188974.43,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Lambunao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",37.19,0.0,37.19,57.0,157020.0,99600.0,256620.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Barotac Nuevo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",548.56,0.0,548.56,480.0,8559031.33,11656687.39,20215718.73,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Cabatuan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",92.65,12.0,104.65,94.0,338095.0,3099950.0,3438045.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Tubungan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",80.95,0.9,81.85,196.0,982945.16,565160.4,1548105.56,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,San Joaquin,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",16.61,0.0,16.61,39.0,22122.22,515403.0,537525.22,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Santa Barbara,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",40.85,72.26,113.11,149.0,67285.71,5280713.63,5347999.34,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,City of Passi,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",100.8,2.7,103.5,136.0,1357239.25,0.0,1357239.25,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Anilao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",192.49,16.23,208.72,225.0,1166888.23,27300.0,1194188.23,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Pototan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",12.8,513.0,525.8,353.0,7820890.0,599040.0,8419930.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,San Miguel,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",58.08,0.0,58.08,64.0,87552.3,1085113.12,1172665.42,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,San Dionisio,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",387.76,13.6,401.36,352.0,4544026.12,30800.0,4574826.12,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Badiangan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",70.55,0.0,70.55,162.0,821628.47,0.0,821628.47,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Tigbauan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",12.48,1.38,13.86,20.0,19425.0,317844.0,337269.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Guimbal,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",9.0,0.0,9.0,20.0,89396.4,0.0,89396.4,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Janiuay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",44.98,11.05,56.03,71.0,507978.5,333970.0,841948.5,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Oton,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",106.67,11.2,117.87,116.0,226188.75,1721457.4,1947646.15,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Aklan,Banga,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.6,2.75,3.35,5.0,11250.0,180720.0,191970.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Aklan,Ibajay,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.25,3.0,3.25,5.0,15000.0,264062.5,279062.5,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Aklan,Madalag,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.57,0.3,0.87,24.0,13731.0,17771.84,31502.84,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Barbaza,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",5.0,0.0,5.0,6.0,0.0,86160.0,86160.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Tibiao,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",1.25,0.0,1.25,2.0,0.0,36000.0,36000.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Culasi,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",3.1,1.1,4.2,13.0,17100.0,103955.0,121055.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Tobias Fornier,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.13,0.0,0.13,1.0,1625.0,0.0,1625.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Hamtic,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.5,0.0,0.5,1.0,0.0,18400.0,18400.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Sibalom,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.8,0.0,0.8,2.0,6217.39,0.0,6217.39,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Bugasong,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",33.42,0.5,33.92,19.0,3750.0,4859484.0,4863234.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Patnongon,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",3.71,0.0,3.71,23.0,24670.0,0.0,24670.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Antique,Sebaste,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",1.5,0.1,1.6,4.0,0.0,65100.0,65100.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Cuartero,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",2.0,0.0,2.0,5.0,2777.78,60750.0,63527.78,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Dumarao,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",10.5,0.0,10.5,13.0,0.0,302000.0,302000.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Dumalag,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.0,41.85,41.85,42.0,0.0,3766500.0,3766500.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Sigma,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",9.0,0.0,9.0,8.0,60000.0,200000.0,260000.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Tapaz,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",4.7,0.0,4.7,17.0,9154.44,32796.5,41950.94,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Panitan,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",6.5,5.0,11.5,14.0,258333.33,0.0,258333.33,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,President Roxas,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",7.75,0.0,7.75,8.0,10666.67,52150.0,62816.67,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Dao,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",45.86,0.75,46.61,49.0,0.0,1757690.0,1757690.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Capiz,Pilar,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",29.8,0.0,29.8,24.0,153720.0,1208900.0,1362620.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Guimaras,San Lorenzo,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",0.75,0.0,0.75,1.0,0.0,50400.0,50400.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Concepcion,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",11.45,0.0,11.45,9.0,0.0,164215.0,164215.0,Parsed as a standard date range.
2025,2025-07-16,2025-08-11,Iloilo,Banate,Corn,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (Tropical Depression)",2.63,0.0,2.63,3.0,44850.0,0.0,44850.0,Parsed as a standard date range.
